MOVIE NAME, YEAR, MALE SINGER COUNT, FEMALE SINGER COUNT, MALE SONG COUNT, FEMALE SONG COUNT
Nehle Pe Dehla_1976,1976,2,2.0,3,4.0
Johar Mehmood in Hong Kong_1971,1971,5,5.0,12,8.0
Maryada (film)_1971,1971,3,2.0,7,4.0
Veer (film)_2010,2010,5,4.0,8,6.0
Hote Hote Pyar Ho Gaya_1999,1999,3.0,4,3.0,5
8 x 10 Tasveer_2009,2009,1.0,0.0,2.0,0.0
Jaane Kahan Se Aayi Hai_2010,2010,3.0,1.0,5.0,2.0
Aaj Ki Awaz_1984,1984,2,0.0,6,0.0
Dalaal_1993,1993,3,3.0,7,5.0
Action Jackson (2014 film)_2014,2014,2.0,3.0,4.0,9.0
Yamla Pagla Deewana_2011,2011,8,5.0,9,9.0
Ustadon Ke Ustad (1998 film)_1998,1998,2.0,2.0,2.0,4.0
Mr. Bechara_1996,1996,2,4.0,4,5.0
Baaghi (2016 film)_2016,2016,5.0,4.0,5.0,4.0
Dangerous Ishq_2012,2012,1,4.0,5,8.0
Lamhaa_2010,2010,3.0,1,4.0,2
Paisa Yeh Paisa_1985,1985,1,3.0,2,5.0
Prem Granth_1996,1996,1.0,2,1.0,5
Toilet: Ek Prem Katha_2017,2017,1,1.0,2,2.0
Do Bachche Dus Haath_1972,1972,2,1.0,6,6.0
Smuggler (1996 film)_1996,1996,4,2.0,10,10.0
Aasoo Bane Angaarey_1993,1993,0.0,5,0.0,7
Kahaani_2012,2012,5.0,2,6.0,2
Inkaar (1978 film)_1977,1977,2,2.0,3,2.0
Shankar Shambhu_1976,1976,3.0,2,4.0,5
Azhar (film)_2016,2016,3.0,3.0,3.0,3.0
Aurat Aurat Aurat_1996,1996,0.0,4.0,0.0,10.0
Suhana Safar_1970,1970,1,3.0,3,3.0
Gunahon Ka Devta (1990 film)_1990,1990,2.0,4,3.0,8
Naukar Biwi Ka_1983,1983,3,1.0,5,4.0
Milenge Milenge_2010,2010,2.0,3,3.0,4
Phool Aur Angaar_1993,1993,2,0.0,2,0.0
Bittoo Boss_2012,2012,1.0,2.0,1.0,2.0
Kamaal Dhamaal Malamaal_2012,2012,4.0,5.0,5.0,6.0
Parbat Ke Us Paar_1988,1988,1.0,3,2.0,5
Meraa Dost Meraa Dushman_1984,1984,2,1.0,8,5.0
Chaar Sahibzaade: Rise of Banda Singh Bahadur_2016,2016,3,0.0,6,0.0
Kachche Dhaage_1973,1973,4,3.0,9,12.0
Irada (2017 film)_2017,2017,0.0,0.0,0.0,0.0
From Sydney with Love_2012,2012,3,2.0,6,3.0
Kahin Aar Kahin Paar_1971,1971,1.0,3,1.0,3
Inspector (1970 film)_1970,1970,2.0,1,2.0,4
Azaad (1978 film)_1978,1978,1,1.0,3,3.0
Chowkidar_1974,1974,2.0,2,4.0,4
Kali Ghata (1980 film)_1980,1980,1,2.0,3,5.0
Gharaonda_1977,1977,0.0,1.0,0.0,2.0
Choron Ka Chor_1970,1970,2.0,2,2.0,3
Chandni_1989,1989,3.0,5,4.0,8
Hu Tu Tu_1999,1999,1.0,3,2.0,11
Sangdil Sanam_1994,1994,1.0,3,1.0,8
Naamcheen_1991,1991,1.0,3.0,1.0,3.0
Rickshawala_1973,1973,0.0,0.0,0.0,0.0
Manchali (1973 film)_1973,1973,2,1.0,4,1.0
Chance Pe Dance_2010,2010,2,0.0,3,0.0
Zamane Se Poocho_1976,1976,2,2.0,5,5.0
Sanam Teri Kasam (2016 film)_2016,2016,4,2.0,5,5.0
Asha Jyoti_1984,1984,1,2.0,6,10.0
Anjaana Anjaani_2010,2010,4,3.0,4,3.0
Pagla Kahin Ka_1970,1970,2,2.0,4,3.0
Gulaab Gang_2014,2014,2,5.0,4,8.0
Aisha (film)_2010,2010,4,2.0,5,3.0
Ganwaar_1970,1970,0.0,1.0,0.0,1.0
Prem Pratigyaa_1989,1989,2.0,1,5.0,3
Rush (2012 film)_2012,2012,5,0.0,5,0.0
Sikka (1989 film)_1989,1989,2,4.0,2,5.0
Raja (1995 film)_1995,1995,1,1.0,9,9.0
Taraazu_1997,1997,4.0,3,7.0,5
Dharam Sankat Mein_2015,2015,3,2.0,8,3.0
Bank Chor_2017,2017,4,1.0,4,1.0
Achha Bura_1983,1983,2.0,4,4.0,5
Finding Fanny_2014,2014,0.0,1,0.0,2
Police Aur Mujrim_1992,1992,2,4.0,5,6.0
Tapasya (1976 film)_1976,1976,1.0,3,2.0,4
Raees (film)_2017,2017,5.0,2,5.0,2
Narsimha(1991 film)_1991,1991,3.0,3,3.0,15
Ishkq in Paris_2013,2013,2.0,3,3.0,4
Naseeb (1997 film)_1997,1997,3,3.0,6,3.0
Madras Cafe_2013,2013,2,0.0,3,0.0
Ek Second... Jo Zindagi Badal De?_2010,2010,1,0.0,2,0.0
Hifazat (1973 film)_1973,1973,1,1.0,2,6.0
Bambai Ka Babu (1996 film)_1996,1996,3,2.0,8,4.0
Aangan_1973,1973,3,2.0,3,5.0
Insaaf Main Karoonga_1985,1985,2,1.0,7,2.0
Do Fantoosh_1994,1994,2.0,3,3.0,5
Rakhi Aur Hathkadi_1972,1972,1.0,1,2.0,7
Geet (1970 film)_1970,1970,2.0,3,4.0,6
Aashiq Hoon Baharon Ka_1977,1977,1,1.0,4,2.0
Chorni_1982,1982,1.0,2,2.0,3
Khel Khilari Ka_1977,1977,5,2.0,12,11.0
Bol Radha Bol_1992,1992,4,4.0,5,4.0
Yea Toh Two Much Ho Gayaa_2016,2016,3,3.0,3,3.0
John Day (film)_2013,2013,0.0,1,0.0,1
The Gentleman (film)_1994,1994,1.0,0.0,1.0,0.0
Parichay (film)_1972,1972,2.0,2,3.0,2
Mirzya (film)_2016,2016,5,1.0,15,1.0
Parvarish_1977,1977,0.0,0.0,0.0,0.0
Sanyasi (1975 film)_1975,1975,3,2.0,6,7.0
Durgaa (1990 film)_1992,1992,0.0,2.0,0.0,2.0
Badlapur (film)_2015,2015,4.0,3.0,5.0,3.0
Tevar_2015,2015,3.0,3,5.0,6
Bhindi Baazaar Inc._2010,2010,0.0,1.0,0.0,1.0
Sitapur Ki Geeta_1987,1987,1.0,2.0,1.0,4.0
Ghulam (1998 film)_1998,1998,3,1.0,6,5.0
Singham Returns_2014,2014,3,1.0,6,2.0
Kahani Hum Sab Ki_1973,1973,0.0,1,0.0,2
Ek Mahal Ho Sapno Ka_1975,1975,2,1.0,3,2.0
Doodh Ka Karz_1990,1990,0.0,1.0,0.0,4.0
Sapne Sajan Ke_1992,1992,2.0,1,5.0,7
Teree Sang_2009,2009,4.0,2.0,5.0,2.0
Bhai Ho To Aisa_1972,1972,2,2.0,3,4.0
Rocket Singh: Salesman of the Year_2009,2009,2.0,0.0,2.0,0.0
Kasme Vaade (1978 film)_1978,1978,4,3.0,8,8.0
Hum Dono (1995 film)_1995,1995,4,3.0,10,4.0
Love in Bombay_2013,2013,2.0,1,5.0,2
Tere Naal Love Ho Gaya_2012,2012,4,4.0,9,9.0
Meri Adalat (1984 film)_1984,1984,2.0,3,2.0,5
Do Chor (1972 film)_1972,1972,1,1.0,4,5.0
Tum Haseen Main Jawaan_1970,1970,3,2.0,4,3.0
Sharafat Gayi Tel Lene_2015,2015,1,3.0,1,3.0
Bajatey Raho_2013,2013,1.0,1.0,1.0,1.0
Diya Aur Toofan(1995 film)_1995,1995,3.0,2.0,5.0,7.0
Beti No.1_2000,2000,4,3.0,7,6.0
Duniya (1984 film)_1984,1984,2,2.0,6,3.0
Albeli_1974,1974,2.0,4,2.0,4
Jay Vejay_1977,1977,1,4.0,2,9.0
Ek Baar Chale Aao_1983,1983,2.0,2,3.0,6
Main Intequam Loonga_1982,1982,1.0,1,1.0,4
Chori Mera Kaam_1975,1975,1,2.0,4,3.0
Lava (1985 film)_1985,1985,3,2.0,5,6.0
Aao Wish Karein_2009,2009,3,1.0,14,3.0
Nyaydaata_1999,1999,2,3.0,3,8.0
Cocktail (2012 film)_2012,2012,11.0,7,19.0,8
Din Dahade_1990,1990,2,2.0,4,2.0
Jeevan Ki Shatranj_1993,1993,1.0,4,1.0,6
Gehri Chaal_1973,1973,1.0,1,2.0,4
Hum Hain Kamaal Ke_1993,1993,4.0,1,8.0,10
Wake Up Sid_2009,2009,1.0,0.0,1.0,0.0
Mr. India_1987,1987,1.0,2,4.0,3
Lagaaam_1976,1976,1.0,2,2.0,7
Aurat Teri Yehi Kahani_1988,1988,1.0,2.0,2.0,8.0
Main Solah Baras Ki_1998,1998,2,3.0,7,5.0
Love Shagun_2016,2016,3.0,2,3.0,2
Saveray Wali Gaadi_1986,1986,2,2.0,4,2.0
Ek: The Power of One_2009,2009,3,2.0,4,2.0
Bobby Jasoos_2014,2014,4,2.0,5,5.0
Sher Dil_1990,1990,1.0,3.0,1.0,4.0
Dushman Duniya Ka_1996,1996,3,2.0,5,3.0
Aasmaan_1984,1984,2.0,1,4.0,5
Ae Dil Hai Mushkil_2016,2016,6,3.0,10,3.0
Nirmaan_1974,1974,2,2.0,2,2.0
Raaz 3D_2012,2012,5,1.0,5,3.0
Aahuti (1978 film)_1978,1978,4,2.0,11,7.0
Badal (2000 film)_2000,2000,4,5.0,5,9.0
Kaun Jeeta Kaun Haara_1988,1988,3.0,1.0,3.0,2.0
Always Kabhi Kabhi_2011,2011,8.0,3.0,8.0,3.0
Sanjh Ki Bela_1980,1980,2,2.0,2,3.0
Daaku Aur Jawan_1978,1978,4,3.0,7,7.0
Insaan (1982 film)_1982,1982,4,2.0,7,5.0
Mumbai Can Dance Saala_2015,2015,1.0,4,1.0,8
Dhanwan (1993 film)_1993,1993,4,3.0,8,7.0
Waqt Hamara Hai_1993,1993,2,4.0,6,9.0
Pyaar Ka Saaya_1991,1991,1,2.0,5,5.0
Dushmani: A Violent Love Story_1995,1995,3,4.0,6,6.0
Bombay by Nite_1979,1979,4,2.0,4,3.0
Mohabbat Ki Kasam_1986,1986,2.0,1.0,2.0,3.0
Gharwali Baharwali_1988,1988,4,3.0,9,5.0
Pyaar Mein Kabhi Kabhi_1999,1999,3,2.0,4,3.0
Gaddaar_1995,1995,5,3.0,9,5.0
Kaamchor_1982,1982,2,2.0,6,4.0
Maachis (1996 film)_1996,1996,5,1.0,6,5.0
Muqaddar_1996,1996,5,3.0,12,7.0
Yudhpath_1992,1992,3.0,2,3.0,2
Khiladi (1992 film)_1992,1992,4,4.0,8,6.0
Singham (2011 film)_2011,2011,2,2.0,4,3.0
Agent Vinod (1977 film)_1977,1977,4.0,2,7.0,6
Kohram_1999,1999,5.0,5,10.0,9
Khauff_2000,2000,4,5.0,5,6.0
Brahma (1994 film)_1994,1994,4,3.0,6,5.0
Aadat Se Majboor_1982,1982,0.0,1,0.0,2
Atithi Tum Kab Jaoge?_2010,2010,5,0.0,8,0.0
Fareb (1996 film)_1996,1996,3,1.0,6,4.0
Anari_1975,1975,3,1.0,5,5.0
Mujhe Insaaf Chahiye_1983,1983,2,2.0,2,5.0
Hum Se Badkar Kaun_1981,1981,5,2.0,6,4.0
Qurbani Rang Layegi_1991,1991,0.0,1,0.0,3
Seeta Aur Geeta_1972,1972,2.0,2,7.0,7
Sooryavansham (1999 film)_1999,1999,3,4.0,8,5.0
Deewane_2000,2000,4,4.0,8,7.0
Sharmeelee_1971,1971,1.0,2,4.0,4
International Khiladi_1999,1999,4,3.0,6,5.0
Woh Phir Aayegi_1988,1988,0.0,3,0.0,8
Chhoti Bahu_1971,1971,2.0,4,2.0,5
Upaasna_1971,1971,4.0,2,4.0,4
Ugly (film)_2014,2014,2,1.0,2,1.0
Mere Sajana Saath Nibhana_1992,1992,2,2.0,7,3.0
Dosti Dushmani_1986,1986,4.0,2.0,4.0,4.0
Gurudev (film)_1993,1993,2.0,4,3.0,14
Jallaad_1995,1995,4.0,4.0,4.0,5.0
Drishti (film)_1990,1990,0.0,1,0.0,4
Dil Bole Hadippa!_2009,2009,3.0,2.0,3.0,4.0
Caravan (1971 film)_1971,1971,2.0,2,3.0,7
Chandni Chowk to China_2009,2009,2,0.0,4,0.0
Tu Chor Main Sipahi_1996,1996,1,3.0,6,6.0
Aflatoon (film)_1997,1997,4,3.0,4,4.0
Kyaa Super Kool Hai Hum_2012,2012,7,0.0,9,0.0
Ponga Pandit_1975,1975,2.0,3,5.0,3
Dacait_1987,1987,2,2.0,4,4.0
Saath Saath (1982 film)_1982,1982,2.0,1,4.0,4
Fitoor_2016,2016,3,2.0,5,3.0
Apne Paraye_1980,1980,2,2.0,3,2.0
Raftaar (1975 film)_1975,1975,2.0,1,2.0,5
Gippi_2013,2013,3,1.0,3,1.0
Ishqiya_2010,2010,2,1.0,5,2.0
Prem Pujari_1970,1970,4.0,1,8.0,4
Jawab (1995 film)_1995,1995,3,3.0,5,5.0
Bang Bang!_2014,2014,3,2.0,5,2.0
Janam Kundli_1995,1995,5,3.0,7,3.0
Hum Farishte Nahin_1988,1988,1.0,1,2.0,4
Great Grand Masti_2016,2016,3.0,3,3.0,3
I Me aur Main_2013,2013,3,3.0,4,3.0
Raaste Pyar Ke_1982,1982,2,5.0,4,10.0
No One Killed Jessica_2011,2011,3,3.0,3,3.0
Daawat-E-Ishq_2014,2014,3,3.0,4,5.0
Kahte Hain Mujhko Raja_1975,1975,2,1.0,4,4.0
Begum Jaan_2017,2017,3.0,4,4.0,5
Apradhi Kaun?_1982,1982,0.0,1,0.0,1
Rehguzar_1985,1985,0.0,2.0,0.0,2.0
Paheli_1977,1977,4,5.0,7,10.0
Ek Naya Rishta_1988,1988,0.0,3,0.0,8
Naya Raasta_1970,1970,1,1.0,4,4.0
Paanch Fauladi_1988,1988,1,1.0,5,5.0
Teri Meri Kahaani_2012,2012,3.0,2.0,3.0,4.0
Khoon Ka Rishta_1981,1981,2,3.0,3,5.0
Pyar Ki Kahani_1971,1971,2,2.0,6,4.0
Shaque_1976,1976,1.0,1,1.0,3
Aap Ke Saath_1986,1986,0.0,3.0,0.0,3.0
Fiza (2000 film)_2000,2000,5,4.0,7,5.0
Sansar (1987 film)_1987,1987,2,2.0,7,7.0
Honeymoon (1992 film)_1992,1992,4,4.0,10,6.0
Titoo MBA_2014,2014,2,1.0,3,1.0
Bhishma (1996 film)_1996,1996,2,2.0,13,2.0
Aap To Aise Na The_1980,1980,1.0,1,1.0,4
Mary Kom (film)_2014,2014,3,2.0,5,2.0
Pratigyabadh_1991,1991,2,4.0,4,5.0
Dharamyudh_1988,1988,0.0,3,0.0,4
Khoon Ki Pukaar_1978,1978,1.0,2,2.0,6
Ankahee (1985 film)_1985,1985,2,1.0,5,2.0
Babu (1985 film)_1985,1985,1,2.0,7,5.0
Luckhnowi Ishq_2015,2015,3,4.0,3,7.0
Super Model (film)_2013,2013,1.0,0.0,3.0,0.0
Santan (film)_1976,1976,0.0,0.0,0.0,0.0
Vachan_1974,1974,1.0,1,3.0,8
Chhoti Si Baat_1975,1975,2,2.0,2,2.0
D-Day (2013 movie)_2013,2013,10.0,4.0,11.0,4.0
Saajan Ki Baahon Mein_1995,1995,1,2.0,6,3.0
Darr @ the Mall_2014,2014,0.0,3,0.0,5
Hahakaar_1996,1996,2,3.0,5,6.0
Karm Yodha_1992,1992,1.0,4,1.0,5
Jaani Dost_1983,1983,1,1.0,5,5.0
Ek Hasina Do Diwane_1972,1972,5,2.0,5,3.0
Chachi 420 (1997 film)_1997,1997,3,3.0,4,4.0
Aur Pyaar Ho Gaya_1997,1997,3,3.0,9,5.0
Aag Aur Daag_1970,1970,1.0,1,1.0,3
Nazrana (1987 film)_1987,1987,1.0,3,1.0,4
Aakhri Cheekh_1991,1991,0.0,1.0,0.0,1.0
Toh Baat Pakki!_2010,2010,5.0,1.0,11.0,2.0
Golmaal 3_2010,2010,4,3.0,6,8.0
Takkar (1980 film)_1980,1980,3.0,2,5.0,5
Udta Punjab_2016,2016,5,3.0,8,3.0
Taxi Chor_1980,1980,3,3.0,5,3.0
Yeh To Kamaal Ho Gaya_1982,1982,1,1.0,6,2.0
Mera Gaon Mera Desh_1971,1971,1.0,1,1.0,5
Pardes (film)_1997,1997,7.0,4,9.0,6
Param Dharam_1987,1987,2.0,3,4.0,9
Jallian Wala Bagh_1977,1977,0.0,0.0,0.0,0.0
Halaal Ki Kamai_1988,1988,1,2.0,2,4.0
Chaitali (film)_1975,1975,1,1.0,2,4.0
Awaaz De Kahan Hai_1990,1990,0.0,1.0,0.0,5.0
Aaj Ka Mahaatma_1976,1976,1,2.0,2,3.0
Swati (1986 film)_1986,1986,1,5.0,1,6.0
Aakhri Goli_1977,1977,2.0,2,2.0,3
Raajneeti_2010,2010,7,2.0,13,4.0
Aaghaaz_2000,2000,3,2.0,5,5.0
Do Chattane_1974,1974,2,1.0,9,4.0
Tumhare Liye_1978,1978,0.0,3,0.0,5
Humshakal_1992,1992,1.0,3,1.0,8
1942: A Love Story_1994,1994,2,2.0,5,3.0
Pandit Aur Pathan_1977,1977,3,1.0,17,7.0
Bazaar E Husn_2014,2014,1,3.0,4,6.0
Shaapit_2010,2010,4,3.0,8,4.0
Khoon Pasina_1977,1977,1.0,2,2.0,2
Krishan Avtaar_1993,1993,0.0,1,0.0,3
Ghulam Begam Badshah_1973,1973,2,2.0,4,5.0
Aakrosh (1980 film)_1980,1980,1,0.0,1,0.0
Nishchaiy_1992,1992,0.0,2.0,0.0,9.0
Main Azaad Hoon_1989,1989,1,0.0,6,0.0
Anari (1993 film)_1993,1993,2,2.0,7,4.0
Jaaydaad_1989,1989,0.0,3.0,0.0,4.0
Jangal Mein Mangal_1972,1972,2,2.0,4,5.0
Pukar (2000 film)_2000,2000,1.0,2.0,1.0,3.0
Ram Shastra_1995,1995,2.0,2.0,2.0,5.0
Sanam (1997 film)_1997,1997,3.0,4,5.0,7
Waqt Ki Deewar_1981,1981,3,1.0,6,4.0
Apne Apne_1987,1987,2.0,3,2.0,7
Kala Sona_1975,1975,2,1.0,2,4.0
Rowdy Rathore_2012,2012,4.0,2.0,5.0,5.0
Karmayogi (1978 film)_1978,1978,3.0,2,4.0,4
Bedardi_1993,1993,1.0,2.0,1.0,5.0
Shankar Hussain_1977,1977,1.0,1.0,2.0,4.0
Pyar Kiya Hai Pyar Karenge_1986,1986,0.0,2.0,0.0,4.0
Badrinath Ki Dulhania_2017,2017,7,6.0,9,6.0
Madhosh (1994 film)_1994,1994,2,2.0,7,5.0
Ek Bechara_1972,1972,2,2.0,3,3.0
Aarzoo_1999,1999,4,1.0,9,4.0
Gopi (1970 film)_1970,1970,2.0,1,4.0,2
I Don't Luv U_2013,2013,6.0,1,7.0,2
Maatr_2017,2017,1,0.0,2,0.0
Yeh Ishq Nahin Aasaan_1984,1984,2.0,3.0,3.0,10.0
Jurmana_1979,1979,2.0,2,2.0,4
The Don (1995 film)_1995,1995,3,2.0,4,3.0
Hasee Toh Phasee_2014,2014,3.0,3,6.0,4
Zamane Se Kya Darna_1994,1994,2.0,4,6.0,5
Dhartiputra_1993,1993,1,1.0,4,6.0
Khudai_1994,1994,2,0.0,7,0.0
Yavarum Nalam_2009,2009,3,3.0,7,4.0
Dhaai Akshar Prem Ke_2000,2000,4,1.0,9,8.0
Hukumat_1987,1987,0.0,2,0.0,7
Prem Shakti_1994,1994,1.0,2,10.0,8
Dariya Dil_1988,1988,1.0,2.0,1.0,3.0
Aaj Ke Angaare_1988,1988,0.0,1,0.0,3
Dear Zindagi_2016,2016,3.0,3,6.0,4
Stanley Ka Dabba_2011,2011,4,1.0,4,1.0
Kuch Kuch Hota Hai_1998,1998,3,2.0,7,10.0
Khaan Dost_1976,1976,3,0.0,5,0.0
Raampur Ka Lakshman_1972,1972,2.0,2,5.0,5
Baaghi (2000 film)_2000,2000,2.0,4,4.0,5
Itihaas (1987 film)_1987,1987,2.0,2,2.0,4
Cigarette Ki Tarah_2012,2012,2,3.0,3,3.0
Yaadon Ki Kasam_1985,1985,1.0,2,3.0,2
Bewakoofiyaan_2014,2014,4.0,3,5.0,3
Apradhi Kaun_2000,2000,0.0,1,0.0,1
Azaad Desh Ke Gulam_1990,1990,1.0,3.0,2.0,4.0
Housefull (2010 film)_2010,2010,4,3.0,6,9.0
Sagar Sangam_1988,1988,1,4.0,2,14.0
Jai Shiv Shankar_1990,1990,0.0,3,0.0,6
First Love Letter_1991,1991,1,3.0,5,5.0
Zara Si Zindagi_1983,1983,3,2.0,5,3.0
Apradhi (1974 film)_1974,1974,3,1.0,4,5.0
Love Games (film)_2016,2016,2.0,1.0,2.0,1.0
Daag: The Fire_1999,1999,3,3.0,5,8.0
Kangan (1971 film)_1971,1971,3.0,2,5.0,3
Doosra Aadmi_1977,1977,3,2.0,7,6.0
Mother (1999 film)_1999,1999,4.0,4,5.0,8
Murder 2_2011,2011,4.0,1.0,7.0,2.0
Talaash (2012 film)_2012,2012,4.0,2,6.0,2
Phandebaaz_1978,1978,2,2.0,6,4.0
Ustaad (film)_1989,1989,2.0,6,3.0,6
Hamrahi_1974,1974,3,1.0,5,4.0
Jaane Jigar_1998,1998,0.0,0.0,0.0,0.0
Sitam_1982,1982,0.0,1,0.0,2
Mazdoor_1983,1983,0.0,1,0.0,6
Main Krishna Hoon_2013,2013,2.0,2,2.0,2
Pratikar_1991,1991,2,5.0,2,6.0
Aankhon Aankhon Mein_1972,1972,1,3.0,4,6.0
Jamai Raja_1990,1990,1.0,4,2.0,8
Kajraare_2010,2010,0.0,2,0.0,6
Shaadi Ke Side Effects_2014,2014,8,3.0,14,3.0
Apradh_1972,1972,2,2.0,4,4.0
Kya Kehna_2000,2000,4.0,2,8.0,7
Majboor (1974 film)_1974,1974,2,2.0,4,2.0
36 Ghante_1974,1974,3.0,1,4.0,2
Aaj Ki Taaqat_1992,1992,2,3.0,2,3.0
Grand Masti_2013,2013,0.0,1.0,0.0,1.0
Desi Boyz_2011,2011,4,1.0,7,2.0
Shubh Kaamna_1983,1983,2.0,2,4.0,4
Haseena Maan Jaayegi_1999,1999,5,3.0,10,5.0
Dildaar_1977,1977,1,1.0,5,4.0
Hum Hain Khalnayak_1996,1996,5,3.0,6,5.0
3 A.M. (2014 film)_2014,2014,1.0,0.0,2.0,0.0
Jaanam Samjha Karo_1999,1999,3,2.0,5,4.0
Daraar_1987,1987,4,3.0,8,8.0
Laila (1984 film)_1984,1984,2.0,1,4.0,4
Hero Hiralal_1988,1988,1.0,2,2.0,4
Insaaf Ka Tarazu_1980,1980,1.0,2,3.0,4
Student Of The Year_2012,2012,4,4.0,6,4.0
Rascals (2011 film)_2011,2011,3,2.0,6,4.0
Kanoon Apna Apna_1988,1988,1,3.0,1,5.0
Gori Tere Pyaar Mein_2013,2013,4.0,6.0,7.0,14.0
Kaabil_2017,2017,3,1.0,6,1.0
Matru Ki Bijlee Ka Mandola_2013,2013,8,1.0,11,2.0
Prem Kaa Game_2010,2010,4.0,2.0,6.0,4.0
Do Ustad_1982,1982,0.0,3,0.0,9
Dillagi (1999 film)_1999,1999,11.0,6,16.0,9
Mr Bond_1992,1992,1.0,2.0,1.0,9.0
All The Best: Fun Begins_2009,2009,6.0,1.0,8.0,2.0
Anand (1971 film)_1971,1971,4,1.0,4,2.0
Vijaypath_1994,1994,2,3.0,5,5.0
Veeru Dada_1990,1990,1.0,3,2.0,3
Hum Aapke Dil Mein Rehte Hain_1999,1999,6,3.0,9,5.0
Daulat (1982 film)_1982,1982,0.0,0.0,0.0,0.0
Karle Pyaar Karle_2014,2014,5,2.0,6,3.0
Manzilein Aur Bhi Hain_1974,1974,0.0,1,0.0,2
Divya Shakti_1993,1993,1,3.0,5,7.0
Bezubaan_1982,1982,2,2.0,4,3.0
Aao Pyaar Karen_1983,1983,2,2.0,6,2.0
Khooni Raat_1991,1991,0.0,2,0.0,3
Trinetra (1991 film)_1991,1991,3,3.0,4,3.0
Bindiya Chamkegi_1984,1984,1.0,2,2.0,8
Raat (film)_1992,1992,2.0,1,2.0,1
Mela (2000 film)_2000,2000,10.0,5,17.0,9
Prem Rog (1982 film)_1982,1982,1,2.0,4,5.0
Jaan Pechaan_1991,1991,0.0,2,0.0,7
Dee Saturday Night_2014,2014,5,3.0,5,3.0
Samadhi (1972 film)_1972,1972,1.0,2,2.0,4
Ek Paheli_1971,1971,1.0,2,4.0,10
Gunaah (1993 film)_1993,1993,0.0,3,0.0,4
Mubarakan_2017,2017,1.0,1.0,1.0,1.0
Bin Bulaye Baraati_2011,2011,0.0,1.0,0.0,1.0
Gopi Kishan_1994,1994,2,2.0,5,5.0
Kora Kagaz_1974,1974,1,1.0,1,2.0
All Rounder (1984 film)_1984,1984,3.0,5.0,4.0,6.0
Inquilaab (1984 film)_1984,1984,1.0,1,2.0,3
Khoon Khoon_1973,1973,4.0,2,6.0,3
Dand Nayak_1998,1998,0.0,0.0,0.0,0.0
Jattu Engineer_2017,2017,1,0.0,2,0.0
Baadshah (1999 film)_1999,1999,3,1.0,6,2.0
Cheetah (1994 film)_1994,1994,2,3.0,3,5.0
Sangeet (1992 film)_1992,1992,3.0,1,7.0,10
Libaas_1988,1988,0.0,1,0.0,1
Balidaan_1971,1971,1,3.0,6,7.0
Dolly Ki Doli_2015,2015,1.0,2,1.0,2
Dhund (1973 film)_1973,1973,2.0,2,2.0,4
Rani Mera Naam_1972,1972,1.0,1,1.0,8
Bandagi_1972,1972,1,1.0,3,2.0
Dharam Kanta_1982,1982,2,1.0,4,4.0
Milap_1972,1972,3,1.0,4,4.0
Lakshmi (1982 film)_1982,1982,1.0,2,2.0,6
Zimmedaaar_1990,1990,0.0,2.0,0.0,3.0
Tarkeeb_1984,1984,4,4.0,10,6.0
Aaj Ka Goonda Raaj_1992,1992,3,3.0,5,6.0
Police Public_1990,1990,0.0,3,0.0,5
Besahara_1987,1987,1.0,1,1.0,2
Sapoot_1996,1996,3,4.0,4,6.0
Ghar Ghar Ki Kahani_1970,1970,3.0,3,4.0,4
Gang (2000 film)_2000,2000,5,4.0,9,5.0
Chhaila Babu_1977,1977,1.0,1,1.0,1
Revolver Rani_2014,2014,7.0,5,11.0,6
Aamne Samne (1982 film)_1982,1982,2.0,2,3.0,3
Naajayaz_1995,1995,3,1.0,6,5.0
Kal Aaj Aur Kal_1971,1971,3,2.0,6,4.0
Yaar Gaddar_1994,1994,2,1.0,5,3.0
Himmatwala (1998 film)_1998,1998,0.0,0.0,0.0,0.0
O Teri_2014,2014,4,1.0,7,1.0
Kachcha Chor_1977,1977,0.0,0.0,0.0,0.0
Jaanwar (1983 film)_1983,1983,1,2.0,4,2.0
Maa Kasam (1999 film)_1999,1999,1.0,2,1.0,5
Lafangey Parindey_2010,2010,2.0,2.0,2.0,2.0
Chattan Singh_1974,1974,3.0,3,4.0,7
Mohabbat Ke Dushman_1988,1988,2,1.0,3,4.0
Dil Pe Mat Le Yaar_2000,2000,6.0,2,6.0,3
Agreement (film)_1980,1980,0.0,1,0.0,4
Kick (2014 Film)_2014,2014,6.0,4.0,14.0,10.0
Jai Jwala_1972,1972,2.0,2,3.0,3
Sooper Se Ooper_2013,2013,3.0,2.0,3.0,2.0
Dil Kaa Heera_1979,1979,1.0,2,2.0,10
Maha Badmaash_1977,1977,0.0,0.0,0.0,0.0
Amiri Garibi_1990,1990,0.0,3,0.0,5
Ramu Ustad_1971,1971,1.0,2,2.0,7
Bawandar_2000,2000,0.0,2,0.0,4
Mere Sajna_1975,1975,1.0,2,2.0,8
Aiyyaa_2012,2012,2.0,5.0,2.0,5.0
Pyaasa Sawan_1981,1981,2.0,2,4.0,4
Barsaat (1995 film)_1995,1995,2,3.0,7,5.0
Aarakshan_2011,2011,6,2.0,10,4.0
Aap Beati_1976,1976,3,4.0,6,5.0
Veergati_1995,1995,3,2.0,5,3.0
Shehzaade_1989,1989,2,4.0,2,6.0
Coolie No. 1 (1995 film)_1995,1995,3,3.0,7,5.0
